"number","title","author","createdAt","mergedAt","firstReviewedAt","firstApprovedAt"
59418,"Use open file to determine file existence","sheetalkamat","2024-07-25T00:00:41Z","2024-07-25T22:46:05Z","2024-07-25T04:55:33Z","2024-07-25T04:55:33Z"
59421,"also return classes when caling goToDef on a constructor call","iisaduan","2024-07-25T02:21:10Z","2024-08-16T20:58:29Z","2024-08-06T21:51:14Z","2024-08-06T21:51:14Z"
59425,"Expand intersection reduction division strategy down to 3-member intersections","weswigham","2024-07-25T20:19:16Z","2024-08-14T20:08:22Z","2024-07-26T02:24:35Z","2024-08-14T17:47:48Z"
59426,"Tighten signature of append","jakebailey","2024-07-25T21:08:06Z","2024-07-26T17:08:40Z","2024-07-26T00:10:35Z","2024-07-26T00:10:35Z"
59427,"Dont include ""this is a crash"" as a version in the bug template","jakebailey","2024-07-25T22:28:25Z","2024-07-26T00:30:19Z","2024-07-25T23:32:36Z","2024-07-25T23:32:36Z"
59428,"Fixed crash related to creating file diagnostics outside of the source file range in `checkPotentialUncheckedRenamedBindingElementsInTypes`","Andarist","2024-07-26T07:59:21Z","2024-07-29T20:31:16Z","2024-07-26T08:00:41Z","2024-07-29T20:25:05Z"
59433,"Add option --stopBuildOnErrors to tsbuild to get previous behavior of not building downstream projects if upstream has errors","sheetalkamat","2024-07-26T18:28:51Z","2024-08-17T02:02:42Z","2024-08-16T23:48:47Z","2024-08-16T23:48:47Z"
59434,"Fixed crashed related to emptied labeled statements in converted loop bodies","Andarist","2024-07-26T19:07:44Z","2024-07-26T21:34:48Z","2024-07-26T19:11:36Z","2024-07-26T21:34:38Z"
59436,"Bring back exported defaultInitCompilerOptions","jakebailey","2024-07-26T20:53:17Z","2024-07-26T21:24:32Z","2024-07-26T20:55:41Z","2024-07-26T20:55:41Z"
59438,"Move ambient const enum error from use site to import in verbatimModuleSyntax","andrewbranch","2024-07-26T21:52:49Z","2024-07-30T18:20:59Z","2024-07-29T23:23:28Z","2024-07-30T17:27:59Z"
59440,"Refactored node builder flags and tests","armanio123","2024-07-27T01:27:46Z","2024-08-08T20:19:24Z","2024-07-29T18:10:01Z","2024-08-06T16:16:07Z"
59441,"Fixed inlay hints for inferred type predicates","Andarist","2024-07-27T07:45:24Z","2024-07-29T23:25:36Z","2024-07-27T07:48:41Z","2024-07-29T20:18:59Z"
59454,"Bump the github-actions group with 2 updates","dependabot","2024-07-29T00:18:55Z","2024-07-29T16:55:12Z","2024-07-29T16:54:37Z","2024-07-29T16:54:37Z"
59466,"Update deps","jakebailey","2024-07-29T23:10:58Z","2024-08-02T18:22:37Z","2024-07-29T23:11:40Z","2024-08-02T16:55:47Z"
59467,"Remove unused variable in ts transform","jakebailey","2024-07-30T00:05:36Z","2024-08-08T17:04:34Z","2024-07-30T21:20:09Z","2024-07-30T21:20:09Z"
59468,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20240730011406039 to main","csigs","2024-07-30T01:14:22Z","2024-07-30T17:14:18Z","2024-07-30T03:40:35Z","2024-07-30T03:40:35Z"
59479,"Actually set impliedNodeFormat in more cases","andrewbranch","2024-07-30T22:06:30Z","2024-07-31T20:40:27Z","2024-07-30T22:12:18Z","2024-07-31T20:28:36Z"
59491,"fix(59484): Constructor overload still present in emitted JS","a-tarasyuk","2024-07-31T19:29:57Z","2024-08-08T16:37:57Z","2024-08-08T16:37:29Z","2024-08-08T16:37:29Z"
59493,"Use local symbol rather then target symbol for tracking reused references","weswigham","2024-07-31T22:35:52Z","2024-07-31T22:52:05Z","2024-07-31T22:38:31Z","2024-07-31T22:38:31Z"
59500,"Add support for the @jsxruntime pragma","weswigham","2024-08-01T14:21:17Z","2024-08-01T20:54:01Z","2024-08-01T20:48:32Z","2024-08-01T20:48:32Z"
59502,"🤖 Pick PR #59493 (Use local symbol rather then target...) into release-5.5","typescript-bot","2024-08-01T17:26:31Z","2024-08-08T18:33:33Z","2024-08-08T18:33:11Z","2024-08-08T18:33:11Z"
59504,"fix(59463): Feature that displays method argument names inline does not correctly handle method overloading","a-tarasyuk","2024-08-01T18:33:59Z","2024-10-18T21:44:43Z","2024-08-01T19:06:47Z","2024-08-01T19:43:19Z"
59506,"Disambiguate `BuiltinIterator`/`BuiltinIteratorReturn`","rbuckton","2024-08-01T21:04:37Z","2024-08-05T21:32:47Z","2024-08-05T19:36:43Z","2024-08-05T19:36:43Z"
59507,"Remove incorrect call to checkTruthinessExpression","RyanCavanaugh","2024-08-01T21:19:38Z","2024-08-02T19:51:07Z","2024-08-01T22:49:29Z","2024-08-01T22:49:29Z"
59510,"Fixed regression in generic signature instantiation with default type args","Andarist","2024-08-02T07:52:49Z","2024-08-09T03:24:11Z","2024-08-06T17:56:45Z","2024-08-06T17:56:45Z"
59511,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20240802111725489 to main","csigs","2024-08-02T11:17:46Z","2024-08-02T19:22:28Z","2024-08-02T19:22:23Z","2024-08-02T19:22:23Z"
59514,"Use global `Iterator.prototype` for down-level generators","rbuckton","2024-08-02T15:28:48Z","2024-08-08T16:21:00Z","2024-08-05T19:35:31Z","2024-08-05T19:35:31Z"
59516,"Properly account for type parameters introduced by contextual types","ahejlsberg","2024-08-02T17:36:30Z","2024-08-08T20:38:46Z","2024-08-03T04:12:37Z","2024-08-06T23:06:37Z"
59518,"Update to eslint v9, typescript-eslint v8","jakebailey","2024-08-02T18:26:48Z","2024-08-13T00:13:24Z","2024-08-10T00:15:23Z","2024-08-10T00:15:23Z"
59519,"Suggest simplifications for overzealous shifts","weswigham","2024-08-02T20:28:30Z","2024-08-14T20:07:50Z","2024-08-02T22:04:02Z","2024-08-14T18:53:45Z"
59522,"Fix mismerged baselines","RyanCavanaugh","2024-08-02T21:47:57Z","2024-08-02T22:04:47Z","2024-08-02T21:48:13Z","2024-08-02T21:48:13Z"
59523,"Enable existing commit characters in certain locations where `isNewIdentifier` is true","gabritto","2024-08-02T22:15:31Z","2024-08-19T20:24:04Z","2024-08-05T17:33:15Z","2024-08-05T17:33:15Z"
59526,"Add custom eslint rule no-array-mutating-method-expressions","jakebailey","2024-08-03T01:07:27Z","2024-08-14T16:28:57Z","2024-08-05T18:03:25Z","2024-08-05T18:03:25Z"
59527,"Fixed completion crashes related to `JSDocImportTag`","Andarist","2024-08-03T09:13:48Z","2024-08-12T21:36:03Z","2024-08-09T03:42:09Z","2024-08-09T03:42:09Z"
59538,"Dont treat an instantiation expression as an assertion in skipOuterExpressions","jakebailey","2024-08-05T20:41:42Z","2024-08-06T22:01:46Z","2024-08-06T15:19:43Z","2024-08-06T21:41:36Z"
59542,"Fixing delay caused in vscode due to pasteEdits","navya9singh","2024-08-07T00:06:15Z","2024-08-20T00:45:57Z","2024-08-07T00:07:22Z","2024-08-15T17:15:43Z"
59543,"Add `autoImportSpecifierExcludeRegexes` preference","andrewbranch","2024-08-07T00:10:47Z","2024-08-09T18:12:19Z","2024-08-07T17:38:06Z","2024-08-07T20:56:30Z"
59544,"Fix accidental relative imports from non namespace barrels","jakebailey","2024-08-07T01:27:26Z","2024-08-08T16:38:10Z","2024-08-07T17:31:22Z","2024-08-07T17:31:22Z"
59563,"fix(59558): Implement Interface Quick Fix generates duplicate declarations","a-tarasyuk","2024-08-08T18:42:10Z","2024-08-16T22:17:58Z","2024-08-08T20:42:27Z","2024-08-16T22:03:33Z"
59564,"Fix auto import file extensions with package.json imports wildcards","andrewbranch","2024-08-08T22:50:32Z","2024-08-09T20:48:13Z","2024-08-08T22:54:59Z","2024-08-08T23:15:19Z"
59569,"Account for right operands & fix a weird error message for leftmost nullish literals in checkNullishCoalesceOperands","ChiriVulpes","2024-08-09T03:18:29Z","2025-02-21T22:17:09Z","2024-08-09T15:44:14Z","2024-08-13T16:20:56Z"
59590,"Avoid reporting EPC on unannotated using declarations","Andarist","2024-08-11T11:14:32Z","2024-08-13T20:35:58Z","2024-08-12T20:46:16Z","2024-08-13T17:10:36Z"
59598,"Bump the github-actions group across 1 directory with 2 updates","dependabot","2024-08-12T00:28:43Z","2024-08-12T17:18:27Z","2024-08-12T17:18:22Z","2024-08-12T17:18:22Z"
59604,"Allow existing imports in file to supersede package.json filter","andrewbranch","2024-08-12T19:46:29Z","2024-08-15T22:00:31Z","2024-08-15T17:54:55Z","2024-08-15T17:55:23Z"
59609,"Set parents of augmented module exports","andrewbranch","2024-08-12T20:52:03Z","2024-08-15T23:18:57Z","2024-08-13T23:36:13Z","2024-08-13T23:36:13Z"
59611,"Add a regression test related to narrowing in plain JS files","Andarist","2024-08-12T21:53:37Z","2024-08-13T17:19:46Z","2024-08-13T17:00:33Z","2024-08-13T17:00:33Z"
59612,"Allow trailing commas on lambda type parameter lists","weswigham","2024-08-12T22:13:05Z","2024-08-13T18:55:27Z","2024-08-13T16:50:31Z","2024-08-13T16:50:31Z"
59621,"Add v8-json to coverage output for use with monocart VS Code extension","jakebailey","2024-08-13T19:15:10Z","2024-08-13T19:33:32Z","2024-08-13T19:29:01Z","2024-08-13T19:29:01Z"
59625,"Handle delayed or missed watches for project updates","sheetalkamat","2024-08-13T23:14:41Z","2024-08-14T00:58:08Z","2024-08-13T23:34:47Z","2024-08-13T23:34:47Z"
59628,"Add an extra test case for narrowing of union containing a type parameter","Andarist","2024-08-14T07:12:17Z","2024-08-15T18:00:37Z","2024-08-15T18:00:26Z","2024-08-15T18:00:26Z"
59633,"built-in iterators should be disposable","rbuckton","2024-08-14T18:13:42Z","2024-08-16T15:57:06Z","2024-08-15T21:00:48Z","2024-08-15T21:00:48Z"
59634,"Revert of Search ancestor and its references for default projects #57196","sheetalkamat","2024-08-14T20:55:45Z","2024-08-15T18:48:11Z","2024-08-15T17:18:13Z","2024-08-15T17:18:13Z"
59635,"Enable `--isolatedDeclarations` on TS codebase","iisaduan","2024-08-14T21:13:17Z","2024-09-16T01:10:52Z","2024-08-14T21:21:43Z","2024-09-13T23:15:04Z"
59636,"allow `generateTrace` in tsconfig and compiler API","dimitropoulos","2024-08-15T02:38:43Z","2024-08-15T16:26:41Z","2024-08-15T03:11:25Z","2024-08-15T16:26:35Z"
59639,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20240815102137942 to main","csigs","2024-08-15T10:22:26Z","2024-08-15T14:46:11Z","2024-08-15T14:45:57Z","2024-08-15T14:45:57Z"
59642,"Set declarationMap to false in transpileModule.","dragomirtitian","2024-08-15T13:17:01Z","2024-08-15T23:57:38Z","2024-08-15T16:29:29Z","2024-08-15T16:29:29Z"
59644,"Do not get awaited type of AsyncGenerator TNext","rbuckton","2024-08-15T16:59:53Z","2024-08-16T15:55:46Z","2024-08-15T19:26:35Z","2024-08-15T19:26:35Z"
59647,"Do not overwrite original pointer when indirectly points to location","rbuckton","2024-08-15T21:22:26Z","2024-08-16T14:33:00Z","2024-08-15T22:16:14Z","2024-08-15T22:16:14Z"
59661,"Report implict any error when widening null/undefined in presence of …","rbuckton","2024-08-16T21:02:10Z","2024-09-26T21:06:57Z","2024-09-25T21:25:38Z","2024-09-25T21:54:59Z"
59663,"fix test/basellines","iisaduan","2024-08-16T22:07:23Z","2024-08-16T22:17:46Z","2024-08-16T22:16:54Z","2024-08-16T22:16:54Z"
59665,"Drop unnecessary type arguments in the isolated declarations quick fix","blickly","2024-08-17T03:47:34Z","2024-09-16T17:35:50Z","2024-08-17T03:49:54Z","2024-08-20T22:25:46Z"
59669,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20240817191120857 to main","csigs","2024-08-17T19:11:33Z","2024-08-17T19:28:28Z","2024-08-17T19:28:24Z","2024-08-17T19:28:24Z"
59670,"fix(59649): ts Move to a new file doesnt respect importModuleSpecifier setting","a-tarasyuk","2024-08-17T19:21:59Z","2024-08-22T23:46:28Z","2024-08-22T23:46:08Z","2024-08-22T23:46:08Z"
59673,"make exported destructured discriminated union narrowing work","MichalMarsalek","2024-08-18T12:01:36Z","2025-02-24T18:29:01Z","2024-08-18T21:05:13Z","2025-02-24T18:22:16Z"
59675,"fix(59397): JsDoc is missing/duplicated in declarations for overloads declared in classes declared in functions","a-tarasyuk","2024-08-18T19:59:12Z","2024-10-23T18:34:24Z","2024-10-08T18:10:34Z","2024-10-08T18:10:34Z"
59680,"Bump github/codeql-action from 3.26.0 to 3.26.2 in the github-actions group","dependabot","2024-08-19T00:44:41Z","2024-08-19T16:22:57Z","2024-08-19T16:22:46Z","2024-08-19T16:22:46Z"
59686,"Fix Set of one string literal bug in openExternalProject","jakebailey","2024-08-19T18:19:18Z","2024-08-19T20:44:57Z","2024-08-19T20:41:12Z","2024-08-19T20:41:12Z"
59687,"Use correct line endings in built typesMap.json","jakebailey","2024-08-19T18:25:55Z","2024-08-19T20:25:54Z","2024-08-19T20:20:44Z","2024-08-19T20:20:44Z"
59688,"Dont open composite projects to determine if script info is part of project","sheetalkamat","2024-08-19T21:22:53Z","2024-09-18T17:35:22Z","2024-09-16T20:45:09Z","2024-09-16T20:45:09Z"
59689,"Add fast path exits if we are retaining all configured projects","sheetalkamat","2024-08-19T21:42:38Z","2024-08-20T17:18:12Z","2024-08-20T16:41:36Z","2024-08-20T16:41:36Z"
59692,"Don’t try to recreate AutoImportProvider after giving up because of too many dependencies until program structure changes","andrewbranch","2024-08-19T22:18:34Z","2024-08-21T00:12:28Z","2024-08-20T16:38:17Z","2024-08-20T16:38:17Z"
59693,"Bump version to 5.7","DanielRosenwasser","2024-08-19T23:44:06Z","2024-08-20T00:27:25Z","2024-08-20T00:00:43Z","2024-08-20T00:02:35Z"
59694,"devcontainer.json Updates","DanielRosenwasser","2024-08-20T00:34:12Z","2024-08-22T23:32:19Z","2024-08-20T00:37:23Z","2024-08-20T15:56:07Z"
59695,"🤖 Pick PR #59542 (Fixing delay caused in vscode due t...) into release-5.6","typescript-bot","2024-08-20T00:47:40Z","2024-08-20T05:19:10Z","2024-08-20T05:19:00Z","2024-08-20T05:19:00Z"
59702,"Simplify handling of `node:`-prefixed modules in auto-imports","andrewbranch","2024-08-20T22:52:39Z","2024-08-21T23:43:21Z","2024-08-21T16:56:20Z","2024-08-21T16:56:20Z"
59708,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20240821102429476 to main","csigs","2024-08-21T10:24:45Z","2024-08-21T20:00:06Z","2024-08-21T19:56:11Z","2024-08-21T19:56:11Z"
59710,"🤖 Pick PR #59708 (LEGO: Pull request from lego/hb_537...) into release-5.6","typescript-bot","2024-08-21T19:58:46Z","2024-08-30T22:21:30Z","2024-08-30T22:21:24Z","2024-08-30T22:21:24Z"
59711,"Fix error message for type-only import of ES module from CJS","andrewbranch","2024-08-21T22:01:19Z","2024-08-23T19:05:41Z","2024-08-21T22:18:33Z","2024-08-21T22:18:33Z"
59714,"Add missing test case for assertion functions with `PropertySignature` declarations","Andarist","2024-08-22T08:45:31Z","2024-08-22T18:16:39Z","2024-08-22T18:14:43Z","2024-08-22T18:14:43Z"
59720,"Enable Node.js/v8 compile caching via entrypoint shims","jakebailey","2024-08-22T17:44:06Z","2024-09-26T21:53:31Z","2024-08-30T18:30:42Z","2024-09-25T21:47:54Z"
59722,"Drop tsserverlibrary.d.ts from baselines, simplify APILibCheck","jakebailey","2024-08-22T20:33:19Z","2024-08-22T21:12:59Z","2024-08-22T20:43:46Z","2024-08-22T20:43:46Z"
59725,"🤖 Pick PR #59670 (fix(59649): ts Move to a new file d...) into release-5.6","typescript-bot","2024-08-22T23:48:56Z","2024-08-27T17:42:46Z","2024-08-27T17:36:35Z","2024-08-27T17:36:35Z"
59732,"Allow auto accessor types to be inferred from their flow types in constructors and static blocks","Andarist","2024-08-23T19:00:51Z","2024-10-16T00:52:12Z","2024-10-15T17:49:58Z","2024-10-15T18:19:15Z"
59753,"Bump github/codeql-action from 3.26.2 to 3.26.5 in the github-actions group across 1 directory","dependabot","2024-08-26T00:23:41Z","2024-08-27T18:09:01Z","2024-08-27T18:08:36Z","2024-08-27T18:08:36Z"
59757,"Switch from prettier to pretty_yaml for yaml formatting","jakebailey","2024-08-26T16:18:50Z","2024-08-26T17:48:00Z","2024-08-26T17:06:15Z","2024-08-26T17:06:15Z"
59760,"Add a test for constraint of an infer type parameter not being fully instantiated previously","Andarist","2024-08-26T17:40:58Z","2024-10-21T22:29:05Z","2024-10-21T22:28:58Z","2024-10-21T22:28:58Z"
59761,"`this` can be nullish","RyanCavanaugh","2024-08-26T19:15:32Z","2024-08-26T19:30:27Z","2024-08-26T19:17:02Z","2024-08-26T19:17:02Z"
59762,"🤖 Pick PR #59761 (`this` can be nullish) into release-5.6","typescript-bot","2024-08-26T19:32:13Z","2024-08-27T17:28:21Z","2024-08-27T17:28:15Z","2024-08-27T17:28:15Z"
59767,"Rewrite relative import extensions with flag","andrewbranch","2024-08-26T23:32:01Z","2024-09-27T19:27:16Z","2024-09-23T17:50:09Z","2024-09-25T00:00:15Z"
59774," Dont generalize when assigment target is never (fix: #41707) ","hyzyla","2024-08-27T16:02:07Z","2024-08-29T19:20:28Z","2024-08-27T16:49:19Z","2024-08-27T20:43:26Z"
59783,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20240828095615951 to main","csigs","2024-08-28T09:56:31Z","2024-08-28T18:06:11Z","2024-08-28T18:06:06Z","2024-08-28T18:06:06Z"
59793,"Revert ""Allow variance annotations on generic references (#56418)""","Andarist","2024-08-29T07:26:56Z","2024-09-03T23:08:14Z","2024-08-29T07:28:52Z","2024-09-03T23:08:00Z"
59795,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20240829095357792 to main","csigs","2024-08-29T09:54:07Z","2024-08-29T18:19:07Z","2024-08-29T18:16:17Z","2024-08-29T18:16:17Z"
59797,"fix(59779): The semicolons: ""remove"" formatting option doesnt remove extraneous semicolons","a-tarasyuk","2024-08-29T20:04:35Z","2024-10-22T22:42:28Z","2024-10-22T22:42:19Z","2024-10-22T22:42:19Z"
59801,"Fixed formatting to fix the CI on `main`","Andarist","2024-08-29T21:06:00Z","2024-08-29T21:10:34Z","2024-08-29T21:09:10Z","2024-08-29T21:09:10Z"
59803,"Remove redundant `getStringLiteralType` call","MichalMarsalek","2024-08-29T21:28:07Z","2025-02-20T18:48:09Z","2025-02-20T00:25:07Z","2025-02-20T00:25:07Z"
59810,"Update deps, dprint plugins","jakebailey","2024-08-30T20:10:56Z","2024-08-30T22:48:32Z","2024-08-30T22:20:16Z","2024-08-30T22:20:16Z"
59837,"Add missing `index` parameter to the `Array.fromAsync`s `mapFn`","Andarist","2024-09-03T07:51:05Z","2024-09-03T17:18:18Z","2024-09-03T17:07:25Z","2024-09-03T17:07:25Z"
59844,"Refactor tsserver, tsc and fourslash-server tests so that paths are always watchable","sheetalkamat","2024-09-03T23:08:33Z","2024-09-04T21:22:10Z","2024-09-04T15:37:33Z","2024-09-04T21:20:28Z"
59852,"Support importHelpers with module:preserve","rbuckton","2024-09-04T19:34:48Z","2024-09-05T21:48:39Z","2024-09-04T22:29:09Z","2024-09-04T22:29:09Z"
59853,"Include type-meaning extends clause in auto-import fix list","RyanCavanaugh","2024-09-04T19:43:43Z","2024-12-04T21:22:26Z","2024-12-04T20:42:57Z","2024-12-04T20:42:57Z"
59860,"Support interpreting non-literal computed properties in classes as implicit index signatures","weswigham","2024-09-04T23:34:37Z","2024-09-23T18:09:06Z","2024-09-18T20:44:43Z","2024-09-18T20:44:43Z"
59869,"Fix issues with global typings cache and what gets watches","sheetalkamat","2024-09-05T18:31:15Z","2024-09-05T20:06:30Z","2024-09-05T19:02:56Z","2024-09-05T19:02:56Z"
59871,"Fix the incorrect copy over for watchOptions and fix order of watches for referenced projects","sheetalkamat","2024-09-05T20:04:53Z","2024-09-05T20:30:08Z","2024-09-05T20:17:27Z","2024-09-05T20:17:27Z"
59874,"Updates to --build parsing on command line","sheetalkamat","2024-09-05T22:06:21Z","2024-09-06T19:52:55Z","2024-09-06T19:46:56Z","2024-09-06T19:46:56Z"
59875,"Make ""/home/src/workspaces/project"" as default current directory without having to specify it for tsc tests","sheetalkamat","2024-09-05T22:54:40Z","2024-09-05T23:15:20Z","2024-09-05T23:10:31Z","2024-09-05T23:10:31Z"
59882,"We may not always get file notifications for file creation, so always check for failed lookups starting with the path as well as exact path","sheetalkamat","2024-09-06T18:55:42Z","2024-09-06T19:20:13Z","2024-09-06T19:14:21Z","2024-09-06T19:14:21Z"
59885,"add support for autoimports/moveToFile to generate aliased named imports","iisaduan","2024-09-07T07:02:14Z","2024-09-10T22:38:37Z","2024-09-09T17:55:22Z","2024-09-09T17:57:30Z"
59889,"Fixed a crash when trying to find references on `NoSubstitutionTemplateLiteral` with `LiteralType` parent","Andarist","2024-09-07T21:28:54Z","2024-09-19T22:59:36Z","2024-09-19T22:59:27Z","2024-09-19T22:59:27Z"
59907,"Update deps, TS 5.6, remove node-fetch","jakebailey","2024-09-09T17:20:51Z","2024-09-09T20:17:05Z","2024-09-09T20:05:40Z","2024-09-09T20:05:40Z"
59931,"Cache instantiation expression types early enough to prevent reentrancy during printback","weswigham","2024-09-10T17:50:44Z","2024-09-23T17:46:57Z","2024-09-10T17:52:54Z","2024-09-13T21:40:56Z"
59932,"Sanitize version string for syntactically invalid buildinfo baselines","weswigham","2024-09-10T18:33:33Z","2024-09-10T20:58:33Z","2024-09-10T19:07:40Z","2024-09-10T19:07:40Z"
59933,"add jsx fragments to callLikeExpression","iisaduan","2024-09-10T19:19:36Z","2024-09-27T22:16:29Z","2024-09-10T20:53:11Z","2024-09-27T16:40:08Z"
59940,"Proposed expandable hover API","gabritto","2024-09-11T16:22:37Z","2024-11-06T00:41:13Z","2024-11-06T00:40:36Z","2024-11-06T00:40:36Z"
59960,"Remove tsbuildInfo specification error now that we need it for non incremental scenarios as well and there is no way to disable it","sheetalkamat","2024-09-13T18:53:30Z","2024-09-18T17:41:58Z","2024-09-16T20:19:07Z","2024-09-16T20:19:07Z"
59963,"Add CopilotRelated command","sandersn","2024-09-13T22:06:42Z","2024-09-26T23:10:41Z","2024-09-13T22:13:21Z","2024-09-23T17:03:47Z"
60002,"[release-5.6] Remove tsbuildInfo specification error now that we need it for non incremental scenarios as well and there is no way to disable it (#59960)","sheetalkamat","2024-09-18T18:16:20Z","2024-10-08T20:55:32Z","2024-09-18T19:43:32Z","2024-09-18T19:43:32Z"
60009,"Replace `Debug.checkDefined` to avoid redundant debugger stops","Andarist","2024-09-19T19:34:28Z","2024-09-19T21:08:12Z","2024-09-19T19:42:37Z","2024-09-19T19:42:37Z"
60011,"Fix JSDoc @import resolution in `--moduleResolution bundler`","andrewbranch","2024-09-19T21:41:00Z","2024-09-25T21:11:07Z","2024-09-25T20:43:33Z","2024-09-25T20:53:48Z"
60013,"Fixed crash when resolving a symbol on invalid private identifier in type reference","Andarist","2024-09-20T07:55:12Z","2024-09-24T23:18:01Z","2024-09-24T19:32:12Z","2024-09-24T19:32:12Z"
60019,"Validate JSON imports into ESM in `--module nodenext`","andrewbranch","2024-09-20T17:36:25Z","2024-09-24T20:02:43Z","2024-09-20T17:38:27Z","2024-09-23T17:54:45Z"
60027,"Fixed crash when looking for contextual inherited JSDocs for setters and getters","Andarist","2024-09-22T21:07:18Z","2024-09-25T18:04:01Z","2024-09-22T21:09:35Z","2024-09-25T00:40:03Z"
60034,"Fix occasional silent error emit for JSDoc declaration emit and overzealous node serialization of jsdoc optional parameters.","weswigham","2024-09-23T19:30:49Z","2024-09-25T22:40:10Z","2024-09-25T21:55:51Z","2024-09-25T21:55:51Z"
60035,"Fixed default-like export info lookup with `export=` that have `default` export","Andarist","2024-09-23T20:08:21Z","2024-10-15T16:00:55Z","2024-09-23T20:09:09Z","2024-10-15T15:59:48Z"
60049,"Fix incorrect mode calculation in typereference resolution","sheetalkamat","2024-09-24T19:47:43Z","2024-09-24T20:23:41Z","2024-09-24T19:49:50Z","2024-09-24T19:49:50Z"
60052,"Computed names in declarations files are resolved even when non-literal, preserve computed names when expressions are entity names","weswigham","2024-09-24T22:48:43Z","2025-01-24T19:44:54Z","2025-01-24T19:24:40Z","2025-01-24T19:24:40Z"
60053,"Adding preparePasteEdits method to check if smart copy/paste should be applied","navya9singh","2024-09-25T06:20:14Z","2024-09-26T18:50:24Z","2024-09-25T16:36:20Z","2024-09-26T17:12:32Z"
60061,"DOM update 2024-09-25","sandersn","2024-09-25T17:26:14Z","2024-09-27T22:32:19Z","2024-09-26T22:31:20Z","2024-09-27T22:32:18Z"
60075,"Unexport NodeTypingsInstaller in typingsInstaller.js","jakebailey","2024-09-26T17:44:17Z","2024-09-26T19:08:29Z","2024-09-26T18:59:06Z","2024-09-26T18:59:06Z"
60078,"Make noCheck non-internal on CompilerOptions","jakebailey","2024-09-26T22:06:23Z","2024-09-26T22:28:42Z","2024-09-26T22:25:10Z","2024-09-26T22:25:10Z"
60083,"Dont issue implicit any when obtaining the implied type for a binding pattern","ahejlsberg","2024-09-27T14:03:11Z","2024-10-01T04:38:53Z","2024-09-27T18:50:00Z","2024-10-01T04:38:48Z"
60085,"Update deps","jakebailey","2024-09-27T18:44:54Z","2024-09-30T20:31:14Z","2024-09-30T19:17:11Z","2024-09-30T19:17:11Z"
60086,"🤖 Pick PR #60083 (Dont issue implicit any when obtai...) into release-5.6","typescript-bot","2024-09-27T18:58:32Z","2024-10-08T20:57:37Z","2024-10-08T20:57:25Z","2024-10-08T20:57:25Z"
60101,"Bump the github-actions group across 1 directory with 4 updates","dependabot","2024-09-30T00:42:13Z","2024-09-30T16:52:36Z","2024-09-30T16:52:20Z","2024-09-30T16:52:20Z"
60109,"Remove references to tsserverlibrary.d.ts baseline from workflows","jakebailey","2024-09-30T23:32:38Z","2024-10-01T00:34:08Z","2024-10-01T00:33:53Z","2024-10-01T00:33:53Z"
60122,"fix fragment resolving behavior with `jsx: preserve` and `jsxFragmentFactory: null`","iisaduan","2024-10-02T21:13:21Z","2024-10-04T18:47:59Z","2024-10-03T08:24:10Z","2024-10-04T17:18:25Z"
60129,"Avoid confusing TS9025 error in `isolatedDeclarations`","Andarist","2024-10-03T12:42:57Z","2024-10-11T22:42:29Z","2024-10-11T18:31:27Z","2024-10-11T18:31:27Z"
60136,"Fix grammar issue in TS9025 diagnostic message","JoostK","2024-10-03T20:45:57Z","2024-10-07T18:12:48Z","2024-10-03T20:56:16Z","2024-10-03T20:56:16Z"
60143,"add filenames to error messages in verify file content functions in fourslash","iisaduan","2024-10-05T00:52:58Z","2024-10-07T19:25:32Z","2024-10-07T19:11:43Z","2024-10-07T19:11:43Z"
60147,"LEGO: Pull request from lego/hb_5378966c-b857-470a-8675-daebef4a6da1_20241005101925367 to main","csigs","2024-10-05T10:19:43Z","2024-10-08T17:50:08Z","2024-10-08T17:50:03Z","2024-10-08T17:50:03Z"
60150,"Fix to use string literal type in ArrayBuffers `Symbol.toStringTag`","petamoriken","2024-10-06T12:10:40Z","2025-02-24T19:17:35Z","2024-11-04T15:53:56Z","2025-02-24T19:16:57Z"
60151,"Add ESNext float16 features and fix TypedArrays of BigInt types","petamoriken","2024-10-06T13:55:11Z","2025-01-22T03:04:15Z","2025-01-22T03:03:52Z","2025-01-22T03:03:52Z"
60152,"fix(59825): getNavigationTree crash on invalid class merge and function merge with expando members","a-tarasyuk","2024-10-06T14:53:48Z","2024-10-07T19:58:15Z","2024-10-07T19:58:06Z","2024-10-07T19:58:06Z"
60157,"fix automatic type acquisition","epistemancering","2024-10-06T20:04:20Z","2024-10-07T19:55:38Z","2024-10-07T19:55:33Z","2024-10-07T19:55:33Z"
60160,"Bump the github-actions group with 3 updates","dependabot","2024-10-07T01:03:40Z","2024-10-08T17:46:19Z","2024-10-08T17:45:57Z","2024-10-08T17:45:57Z"
